,covid,pcr,fiebre,perdida_olfato,antigenos
-10,-0.616317509448912,-0.6366330746960128,-0.058958220943261225,-0.17255052398662574,-0.4187309671413633
-9,-0.5792882310840827,-0.606991501194286,-0.002009923164343649,-0.19226040798091956,-0.36244509942984837
-8,-0.5141994406433212,-0.5444094066571442,0.1217180780755385,-0.1674671856654948,-0.29229015432963507
-7,-0.44360054493676565,-0.47491788848066324,0.21995078566125553,-0.06336070180874422,-0.22609273663659255
-6,-0.4331941701975781,-0.44126963667343333,0.3003272828624717,-0.024544449411697127,-0.16916401433583725
-5,-0.4557655174220162,-0.4310000852809806,0.365931613696662,-0.029328684381761734,-0.1406604102550899
-4,-0.4355536142347481,-0.38971448945395426,0.37486918831872323,0.030597505235629416,-0.09024166198716499
-3,-0.3830381270532805,-0.3349021951281009,0.39376593175102015,0.03695386384677163,-0.013814012027683521
-2,-0.3244001358139133,-0.2765204049122962,0.46314635269823523,0.01816738553046483,0.057080854005351754
-1,-0.2312348850639393,-0.19614659925656514,0.5669437709704557,0.05757996766628814,0.13993205715647167
0,-0.1053855322319145,-0.10111760538466037,0.636511601275134,0.12393153962069547,0.21224912951089556
1,-0.09661465807286052,-0.08348842002922023,0.7005852093210755,0.17776803303295227,0.23690988826141193
2,-0.10825394183883405,-0.07115818458768702,0.7358232703137714,0.20981967587158226,0.24706026416069798
3,-0.09700581428944066,-0.0388184311478222,0.7323389422836407,0.25687341435156974,0.2908870942226414
4,-0.056098144589146616,0.015051830841105774,0.7201171089107579,0.2542941836377629,0.3649404413993342
5,0.02978007811872754,0.08704803651531873,0.7405986333578525,0.25237979881286793,0.4301776875076725
6,0.15587830999590235,0.1882036035591521,0.8070420376483947,0.29253686075309127,0.5078776566472919
7,0.2633621895826506,0.2885167632466774,0.8449597596174915,0.2895200724717816,0.5684199089936383
8,0.27567745845115704,0.3088604027654972,0.8935103311895609,0.3411099737383375,0.574580346966127
9,0.2547752465349507,0.30629603320262805,0.9007647386733342,0.37215876067649534,0.556837158139995
10,0.25704187999627154,0.343069786394854,0.8631369134129196,0.40415098836107544,0.5916452041109224
11,0.2848079866564217,0.39026280703938,0.8222140958461582,0.45585137557258965,0.6436043244551798
12,0.36454033369093397,0.4573821305412352,0.7910170825588014,0.35845401489950135,0.6919855323195515
13,0.47505550903232613,0.5481890073089739,0.8322478580425832,0.38804760368117824,0.731691060181111
14,0.5698388948400431,0.6375196903374502,0.8544265479720157,0.4282635567675714,0.7809209589796838
15,0.5689230386949211,0.6553942318885178,0.8602500923822674,0.35721433370515315,0.7727993792645684
16,0.506452009986986,0.6124695071423584,0.826081782677607,0.39270280682455255,0.7020131306048729
17,0.48389458364576865,0.6097757220093314,0.7677492854321356,0.4753362236812571,0.701858761356575
18,0.5068072583381815,0.6315144864509611,0.6714968232722374,0.44287464678061833,0.7253579577913651
19,0.5206699814426439,0.6382725223063738,0.6122865530678532,0.2502604064053197,0.7220361415651035
20,0.5926743420149645,0.7003225263766732,0.6355896166807671,0.3025413436712059,0.7432720081059498
21,0.6915109256246823,0.7878020278266173,0.6109283397990597,0.35470106783698624,0.7798315371791548
22,0.6437715541111363,0.7413149087038884,0.5722140859127142,0.2334521713512966,0.7068907508859246
23,0.5662239609879309,0.6220415217740741,0.5024723052762045,0.20313974311322525,0.5777125011955466
24,0.48428259839837473,0.5286468668578762,0.40819645779412334,0.2856795549531369,0.5334401248258415
