,covid,pcr,fiebre,perdida_olfato,antigenos
-10,-0.6403139480421154,-0.6337620000934048,-0.18495721236643245,-0.2201239787987382,-0.47019157924260363
-9,-0.6225849030568774,-0.6200168805002266,-0.15577520601829503,-0.23379092713077285,-0.44498849653113504
-8,-0.5983283975180888,-0.5870934294111826,-0.08434155483540982,-0.18152449781019406,-0.3915833706110287
-7,-0.5674349306490968,-0.5526003529640782,-0.038933393870241216,-0.15567655019476878,-0.34973098364005795
-6,-0.583473474313819,-0.5491535667104193,0.01240864334382757,-0.16236043526338106,-0.31784819448253754
-5,-0.5884478592251166,-0.5357242680422464,0.0651989703321884,-0.14664518749077238,-0.29394696302190165
-4,-0.5658232172295654,-0.5084830948399495,0.0692479653250847,-0.13920247703054917,-0.25872138193260813
-3,-0.5534591017411187,-0.49674480952619793,0.10439270726573133,-0.1315220593943753,-0.2305536407566771
-2,-0.5420139494261884,-0.48337773552384744,0.16640796084916637,-0.10337206257930502,-0.2064621106476699
-1,-0.5048096736989462,-0.45451361844043336,0.22031418300590883,-0.09363207727337952,-0.16378213321409416
0,-0.45391339632693484,-0.43079871867043146,0.25113460864849474,-0.05815649502947352,-0.12832647106930492
1,-0.4538512617623687,-0.4305801573814498,0.30053950849218436,-0.026184309222431035,-0.11079841124067304
2,-0.4367903669868367,-0.4119736005808888,0.3432378132704896,-0.010102881211655692,-0.08976086147937334
3,-0.4109303840964944,-0.3854588874601828,0.37424068186244275,-0.047469067166178984,-0.047138553474473
4,-0.38185725112782243,-0.35437935323549524,0.41860753629454395,-0.03362716872528318,-0.009748864362447988
5,-0.3356650944205742,-0.31743093545186857,0.45803147258461274,0.013518208158971853,0.029140003151077447
6,-0.28182307703567094,-0.27317954039730186,0.5280909018760291,0.017678302132386827,0.07811548156923859
7,-0.24229184824810868,-0.23361762309153938,0.5518598530194655,0.043406728438283415,0.10873913430396583
8,-0.24663991891126405,-0.22666013002038524,0.5813366133357758,0.08108776283792561,0.134542773522511
9,-0.2200648270769655,-0.19768036914821377,0.619768657625612,0.11682714675271051,0.1570230021398282
10,-0.1850342067798058,-0.15371756725083127,0.6541111564949348,0.16276214911329462,0.21587552423897663
11,-0.12729088507785033,-0.09619919816152635,0.6650940980886522,0.17011940519458066,0.26814557656574395
12,-0.056425801518401625,-0.04311048645645665,0.6951601749028595,0.15833393485660807,0.318563081017993
13,0.010577737669188042,0.02145788942616142,0.7610477596599109,0.27742719274978705,0.36509149191241014
14,0.0793372747249831,0.08145497266728974,0.7851464810716114,0.2894908374170696,0.4099001740573843
15,0.07487377998461878,0.10102967251096365,0.8280535257813232,0.280996093390705,0.4427067833003903
16,0.10843892068379811,0.15098261504901217,0.8252194391385331,0.29984911323196145,0.4765161798339554
17,0.15769247678751525,0.20964799759570965,0.8408995332302017,0.41191034848841235,0.5277104156416391
18,0.21763509215180507,0.2759393511591437,0.8255417676779672,0.3384383450595215,0.5659990940725954
19,0.2804601242024808,0.3302169110384904,0.8456092633898414,0.3063057380168133,0.5999418021315003
20,0.34157959600399673,0.39894895527405355,0.9001654726051911,0.4097069781745686,0.638758648567973
21,0.39535857503399907,0.4768479484622161,0.8983668122643853,0.4075013525104254,0.6709538984634518
22,0.38707768476333176,0.48572129657046076,0.9199625942099746,0.48796250623618453,0.6504127811045622
23,0.41055231030452366,0.5061149151012749,0.9043115958914615,0.5104433294752146,0.6695107194486851
24,0.4389009868257641,0.5591282010817753,0.8802205551335288,0.4484977010978201,0.7026156448226462
